gene,symbol,baseMean,HD.mean,Control.mean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000224877.3,C17orf89,677.1156179,644.7361107,690.3317434,-0.266705619,0.14564769,-1.831169581,0.067075235,0.188243619
ENSG00000258875.1,CTD-2547L24.3,15.28469136,8.921362118,17.88196861,-0.465417349,0.254174613,-1.831092976,0.067086667,0.18825689
ENSG00000108684.10,ASIC2,756.3563133,649.3633446,800.0269128,-0.28950253,0.158109103,-1.831030116,0.067096048,0.188264406
ENSG00000224376.1,AC017104.6,31.05033831,34.84880983,29.49994177,0.425317263,0.232318629,1.830749713,0.067137909,0.188363046
ENSG00000128322.6,IGLL1,1.867834802,3.074128671,1.375469958,0.831428173,0.454168236,1.830661214,0.067151126,0.188381309
ENSG00000103494.8,RPGRIP1L,588.7778548,538.4504856,609.3196382,-0.216033403,0.118013834,-1.830576939,0.067163713,0.188397804
ENSG00000259158.1,ADAM20P1,36.3305424,42.72767443,33.7194681,0.310927787,0.169872418,1.830360635,0.06719603,0.188469632
ENSG00000103066.8,PLA2G15,627.206699,584.1721674,644.771814,-0.192082093,0.104953153,-1.830169812,0.06722455,0.188530798
ENSG00000159840.11,ZYX,3253.922665,2834.435289,3425.142003,-0.268592464,0.146823542,-1.829355567,0.067346359,0.188834701
ENSG00000250889.2,RP11-229C3.2,4.999088385,3.419831101,5.643683195,-0.661854439,0.361791519,-1.829380747,0.06734259,0.188834701
ENSG00000236334.1,PPIAL4G,3.276248035,2.280537839,3.68266036,-0.734061358,0.40129081,-1.829250359,0.067362111,0.188860014
ENSG00000133805.11,AMPD3,782.9785744,593.9396381,860.1373239,-0.323503366,0.176860203,-1.829147319,0.067377542,0.188880155
ENSG00000156482.6,RPL30,4525.876634,5270.002063,4222.151969,0.227846453,0.124566664,1.82911258,0.067382745,0.188880155
ENSG00000120440.9,TTLL2,7.383175942,5.599312585,8.111283435,-0.575428428,0.314637422,-1.828862009,0.067420283,0.188947664
ENSG00000162444.11,RBP7,139.3815036,100.4786553,155.2602172,-0.556311593,0.304183715,-1.828867114,0.067419518,0.188947664
ENSG00000185437.9,SH3BGR,478.8363344,533.5406176,456.5080556,0.251468784,0.137504979,1.828797662,0.067429925,0.188955833
ENSG00000178980.10,SEPW1,13623.40222,13368.42439,13727.47481,-0.215908237,0.118076819,-1.828540426,0.067468484,0.189045024
ENSG00000241847.2,RP1-20N2.4,15.31260471,14.1767511,15.77621843,-0.478659907,0.261782932,-1.828461095,0.067480379,0.189059493
ENSG00000111860.9,CEP85L,531.7365454,576.6023012,513.423992,0.252011299,0.137835456,1.828348869,0.06749721,0.189068928
ENSG00000260555.1,RP11-728K20.2,0.961861142,0.346946131,1.21284686,-0.889610538,0.486557442,-1.828377211,0.067492959,0.189068928
ENSG00000099834.14,CDHR5,11.60584088,6.839627816,13.55123397,-0.565985456,0.30961265,-1.828043707,0.067542992,0.189178303
ENSG00000266145.1,RHOT1P1,8.677362127,5.204699808,10.09477532,-0.718367372,0.393051686,-1.827666431,0.067599629,0.189318056
ENSG00000174640.8,SLCO2A1,163.986147,143.694501,172.2684515,-0.395769616,0.216572898,-1.827419861,0.067636665,0.189365134
ENSG00000177453.3,NIM1,704.0036541,785.5819099,670.7064068,0.187481758,0.10258956,1.827493538,0.067625597,0.189365134
ENSG00000262691.1,CTC-277H1.7,75.01554897,52.08747726,84.37394559,-0.451152728,0.246874727,-1.827456107,0.06763122,0.189365134
ENSG00000115170.9,ACVR1,505.4056979,576.9391188,476.2083833,0.169124704,0.092550994,1.827367781,0.06764449,0.189368165
ENSG00000123505.10,AMD1,4511.650279,4996.720266,4313.662529,0.209587029,0.114700256,1.827258593,0.067660898,0.18939522
ENSG00000165792.13,METTL17,952.4793125,1013.236971,927.6802684,0.190536413,0.104280423,1.827154193,0.067676589,0.189420264
ENSG00000236558.2,AC138655.6,25.59683182,20.96541,27.48720808,-0.400773876,0.219394698,-1.826725439,0.067741061,0.189581825
ENSG00000235027.1,AC068580.6,51.1690115,49.11507494,52.00735295,0.349217031,0.191176657,1.826671923,0.067749112,0.189585465
ENSG00000166323.8,C11orf65,17.65348202,14.17814572,19.07198662,-0.46642549,0.255348327,-1.826624421,0.067756259,0.189586575
ENSG00000126934.9,MAP2K2,3764.262406,3591.911073,3834.609889,-0.199477778,0.109209794,-1.826555751,0.067766592,0.189588311
ENSG00000163497.2,FEV,6.824515036,4.115313295,7.930311665,-0.662834914,0.362892864,-1.826530581,0.067770379,0.189588311
ENSG00000130766.4,SESN2,516.0144878,574.7030588,492.0599691,0.200505831,0.109790964,1.826250749,0.0678125,0.189687252
ENSG00000087250.4,MT3,15843.49943,18210.5411,14877.35997,0.344038391,0.188398055,1.826124961,0.067831441,0.189721339
ENSG00000211450.5,C11orf31,1603.057539,1559.04976,1621.019898,-0.22613657,0.123839626,-1.826043709,0.067843678,0.189736671
ENSG00000100412.11,ACO2,5204.606641,4564.511098,5465.870127,-0.22188948,0.121521593,-1.825926352,0.067861356,0.189767215
ENSG00000261543.1,RP11-665J16.1,39.07720145,49.17499829,34.95565172,0.540787046,0.296220251,1.825624831,0.067906793,0.189821277
ENSG00000268364.1,SMC5-AS1,13.7907445,16.15992292,12.8237329,0.402481102,0.220461747,1.82562784,0.067906339,0.189821277
ENSG00000269349.1,CTD-3099C6.5,1.335708594,0.495810845,1.678524001,-0.874872511,0.47921694,-1.825629348,0.067906112,0.189821277
ENSG00000271607.1,RP3-418A9.3,3.203254713,4.410922252,2.710329187,0.674227056,0.369314287,1.825618667,0.067907722,0.189821277
ENSG00000248115.1,RP11-752D24.2,43.74305555,41.58431734,44.62417319,-0.368426017,0.201831216,-1.825416422,0.067938213,0.189887609
ENSG00000137474.15,MYO7A,281.3447303,294.3290187,276.0450208,0.262038652,0.143585994,1.824959696,0.068007112,0.190061268
ENSG00000124222.16,STX16,4008.504574,4105.985597,3968.716401,0.166254666,0.09110707,1.824827268,0.0680271,0.190098214
ENSG00000119938.8,PPP1R3C,995.7203657,1222.347986,903.2192961,0.397198812,0.217672065,1.824757863,0.068037577,0.190108578
ENSG00000008086.6,CDKL5,140.808834,109.3239766,153.6597963,-0.648590712,0.355475137,-1.824574056,0.068065332,0.190117691
ENSG00000161594.6,KLHL10,11.10398035,9.119986165,11.9137739,-0.415302054,0.227614435,-1.824585744,0.068063566,0.190117691
ENSG00000183779.5,ZNF703,681.1246034,726.8131646,662.4762111,0.269806836,0.147875261,1.824556957,0.068067914,0.190117691
ENSG00000234432.2,AC092171.1,100.4860931,94.63414446,102.8746435,-0.261040818,0.143069071,-1.824578972,0.068064589,0.190117691
ENSG00000149926.9,FAM57B,1155.680632,987.6339434,1224.271117,-0.345993103,0.189656387,-1.824315581,0.068104376,0.190196457
ENSG00000256902.1,RP11-986G18.1,2.84422884,1.734413765,3.297214584,-0.6738835,0.369396841,-1.824280625,0.068109658,0.190196457
ENSG00000118495.13,PLAGL1,377.5482422,318.1055893,401.8105496,-0.255139435,0.139878474,-1.824007851,0.068150885,0.190292665
ENSG00000230793.1,SMARCE1P5,17.33019181,10.01345642,20.31661442,-0.569668813,0.312328085,-1.823943604,0.068160599,0.190300868
ENSG00000185475.4,TMEM179B,361.1498583,387.9142854,350.2256023,0.207552764,0.11381136,1.823655951,0.068204102,0.190403401
ENSG00000028839.4,TBPL1,1109.265881,1263.671977,1046.242985,0.202232611,0.110897354,1.823601772,0.068212299,0.190407357
ENSG00000155903.7,RASA2,1233.920721,1329.088125,1195.076882,0.211192951,0.115817387,1.823499525,0.068227769,0.190431615
ENSG00000260833.2,AC124789.1,3.691846846,6.444225605,2.568426944,0.750711338,0.411773255,1.823118254,0.068285482,0.190555999
ENSG00000269752.1,CTD-3149D2.3,16.67704553,12.09499646,18.54726965,-0.504550852,0.276751998,-1.823115483,0.068285902,0.190555999
ENSG00000241231.1,RP11-275H4.1,72.89694598,89.47448122,66.13060507,0.550814705,0.302138635,1.823052867,0.068295384,0.190563527
ENSG00000007038.6,PRSS21,4.496703832,2.72635789,5.219294013,-0.769248576,0.422010877,-1.82281694,0.068331121,0.190644303
ENSG00000118200.10,CAMSAP2,4977.474983,5564.63789,4737.816653,0.208244572,0.11428847,1.822096066,0.06844041,0.190930255
ENSG00000206199.5,ANKUB1,2.097321897,3.023873198,1.719137693,0.824352797,0.452432238,1.822046987,0.068447857,0.190932063
ENSG00000264359.1,NEK4P2,2.887553435,1.784683955,3.337704244,-0.744419246,0.408615332,-1.821809385,0.068483913,0.190994705
ENSG00000267289.1,CTD-2623N2.11,8.331701511,6.245809149,9.183086149,-0.582691218,0.319834408,-1.821852821,0.06847732,0.190994705
ENSG00000100744.10,GSKIP,1046.206183,932.2186951,1092.731689,-0.234929663,0.128960644,-1.821715956,0.068498096,0.191015291
ENSG00000197191.3,C9orf169,77.69933568,67.86232234,81.71444316,-0.313279911,0.171984779,-1.821556025,0.068522379,0.191064037
ENSG00000116745.6,RPE65,14.78228398,10.80808376,16.40440652,-0.661200927,0.362999021,-1.821495069,0.068531636,0.19107088
ENSG00000125445.6,MRPS7,1301.002175,1293.059275,1304.244176,-0.147455235,0.080955474,-1.821436266,0.068540567,0.191076813
ENSG00000174775.12,HRAS,1591.103273,1538.723654,1612.482709,-0.260362088,0.142998514,-1.820732825,0.06864748,0.191355872
ENSG00000142864.10,SERBP1,3837.928212,4240.033633,3673.80355,0.135891122,0.074659451,1.820146294,0.068736729,0.191585642
ENSG00000010072.11,SPRTN,218.768302,228.3813555,214.8446067,0.184708063,0.10148534,1.82004674,0.068751887,0.191589866
ENSG00000175073.7,VCPIP1,1193.975347,1270.546055,1162.721997,0.170455999,0.093654027,1.820060536,0.068749787,0.191589866
ENSG00000172819.12,RARG,317.7759862,327.1919014,313.9327554,0.2493425,0.137013121,1.819843963,0.068782771,0.191656913
ENSG00000198150.2,AC135178.1,175.8388393,188.5373443,170.655776,0.287039767,0.157735556,1.819753103,0.068796612,0.191676466
ENSG00000244952.2,RP11-1000B6.5,6.952354389,8.177974798,6.452101161,0.566874362,0.311538439,1.819596852,0.068820421,0.191723783
ENSG00000106144.15,CASP2,494.0473815,502.2462811,490.7008919,0.209663914,0.115236952,1.819415655,0.06884804,0.19173868
ENSG00000118655.4,DCLRE1B,155.6475571,164.5526463,152.0128268,0.242698518,0.133396084,1.819382627,0.068853075,0.19173868
ENSG00000136636.8,KCTD3,1731.467783,1818.637841,1695.888168,0.203894716,0.112064804,1.819435795,0.06884497,0.19173868
ENSG00000185958.5,FAM186A,39.65332734,48.52578482,36.03191613,0.406133563,0.223212788,1.819490572,0.06883662,0.19173868
ENSG00000154127.5,UBASH3B,447.4173356,360.2090841,483.0125403,-0.455668815,0.250459507,-1.81933128,0.068860904,0.19174147
ENSG00000156697.8,UTP14A,373.541881,367.2228964,376.1210585,-0.148569538,0.08166418,-1.819274224,0.068869604,0.191746685
ENSG00000115665.4,SLC5A7,2.671024285,1.189650691,3.275666569,-0.87833343,0.48284125,-1.819093605,0.068897151,0.191804368
ENSG00000154143.2,PANX3,6.019751264,4.70881179,6.554828601,-0.57187749,0.314387487,-1.819021156,0.068908203,0.191816123
ENSG00000253817.1,RP11-1134I14.6,5.344668931,7.682974221,4.390258608,0.638768256,0.351194638,1.818843989,0.068935235,0.191872356
ENSG00000226491.1,FTOP1,20.22693365,23.14701042,19.03506558,0.326607051,0.179574156,1.818786496,0.068944009,0.191877764
ENSG00000231546.1,RPL3P5,1.005647001,0.347030797,1.274469941,-0.893306709,0.491206308,-1.818597795,0.068972815,0.191938912
ENSG00000254985.1,RSF1-IT2,1.278623893,2.03230099,0.971000587,0.813640018,0.447452397,1.818383415,0.069005551,0.191991969
ENSG00000258811.1,CTD-3051D23.1,16.75055577,19.6775377,15.55586927,0.492797702,0.271008175,1.818386851,0.069005027,0.191991969
ENSG00000078618.15,NRD1,4100.895855,4001.427785,4141.495067,-0.090443753,0.049742895,-1.81822453,0.069029822,0.192040473
ENSG00000228352.2,RP11-537H15.3,4.166024969,5.055453872,3.802992763,0.639673266,0.351839009,1.818085119,0.069051124,0.192080709
ENSG00000196934.3,RIMBP3B,2.342100184,1.585895058,2.650755337,-0.743449307,0.408952392,-1.817936076,0.069073904,0.192125047
ENSG00000062282.10,DGAT2,311.5051954,256.4596961,333.9727462,-0.331327765,0.18226161,-1.817869184,0.069084129,0.192134463
ENSG00000227069.1,CNN2P2,1.868052512,0.991594377,2.225790527,-0.824690357,0.453749896,-1.817499826,0.069140615,0.19227252
ENSG00000110318.9,KIAA1377,1260.507987,1436.391179,1188.718929,0.213491406,0.117468624,1.817433439,0.069150771,0.192281726
ENSG00000163875.11,MEAF6,2824.109539,2712.997714,2869.461304,-0.148149655,0.081526847,-1.817188584,0.069188242,0.19236128
ENSG00000165672.5,PRDX3,3434.3519,3680.377266,3333.933383,0.160009442,0.088054826,1.817156987,0.069193079,0.19236128
ENSG00000259802.1,CTD-2256P15.2,28.5731145,27.56209478,28.98577561,-0.350247948,0.192761824,-1.816998516,0.069217341,0.192409684
ENSG00000113273.11,ARSB,385.241535,352.730113,398.5115032,-0.18768101,0.103317823,-1.816540503,0.069287501,0.192566598
ENSG00000139899.6,CBLN3,124.0579612,96.66726699,135.2378364,-0.449178862,0.247271104,-1.816544085,0.069286952,0.192566598
ENSG00000158122.7,AAED1,195.5930546,218.0052454,186.4452216,0.19661622,0.108249881,1.816318107,0.069321589,0.192642275
ENSG00000270820.1,RP11-355B11.2,79.9621763,89.67330766,75.99844922,0.283252252,0.155959671,1.816189089,0.069341371,0.192678185
ENSG00000269942.1,RP11-29B2.5,37.52344376,43.22452893,35.19647022,0.382428895,0.210601574,1.815888108,0.069387538,0.192787395
ENSG00000267919.1,RP11-256I23.3,6.379013972,7.535326623,5.907049624,0.572882297,0.315495486,1.815817731,0.069398337,0.192798326
ENSG00000180769.4,WDFY3-AS2,568.7309424,620.2529286,547.7015602,0.256063842,0.141027358,1.815703321,0.069415894,0.192828031
ENSG00000133422.7,MORC2,797.3539286,833.7162985,782.512145,0.165745266,0.091288351,1.815623389,0.069428163,0.192838133
ENSG00000261462.1,CTA-254O6.1,16.86364641,15.46378781,17.43501727,-0.475184046,0.261724289,-1.815590171,0.069433262,0.192838133
ENSG00000171574.13,ZNF584,289.314757,264.6806298,299.3695027,-0.19401708,0.10687036,-1.815443312,0.06945581,0.192881683
ENSG00000226496.1,LINC00323,20.45540144,15.06893151,22.65396059,-0.505743437,0.27860222,-1.815288614,0.069479568,0.192928584
ENSG00000089006.11,SNX5,2038.043722,2192.663634,1974.933553,0.142998853,0.078776946,1.815237336,0.069487444,0.192931381
ENSG00000236676.1,RP5-837I24.4,1.091619496,1.734427033,0.829249072,0.842604429,0.464208562,1.815141941,0.069502099,0.192952996
ENSG00000153789.8,FAM92B,1.666163006,0.644547573,2.083148898,-0.875683967,0.482518855,-1.814818131,0.069551863,0.193072067
ENSG00000230583.2,GTF2IRD1P1,7.15439845,6.246194789,7.525093822,-0.484628153,0.267048399,-1.814757754,0.069561145,0.193078751
ENSG00000104886.4,PLEKHJ1,1179.978665,1138.381132,1196.957249,-0.193846244,0.106828163,-1.814561241,0.069591363,0.193105377
ENSG00000151503.8,NCAPD3,473.0666765,490.9741406,465.7575075,0.167602121,0.092364718,1.81456863,0.069590227,0.193105377
ENSG00000164758.3,MED30,207.1934526,231.8849029,197.1153095,0.25020506,0.137880715,1.814648696,0.069577914,0.193105377
ENSG00000224273.1,AC005077.7,0.560271205,0.19820659,0.708052681,-0.893998513,0.492697749,-1.814496847,0.069601268,0.193113781
ENSG00000211454.9,AKR7L,76.50227546,85.5583228,72.8059296,0.310125454,0.170921271,1.814434517,0.069610856,0.193121306
ENSG00000159884.7,CCDC107,158.3327115,190.8025141,145.0797308,0.245629925,0.135390978,1.81422668,0.069642834,0.193190942
ENSG00000140284.6,SLC27A2,122.8597834,155.5907837,109.5001914,0.334096017,0.184164974,1.814112699,0.069660377,0.193220522
ENSG00000164889.8,SLC4A2,786.4649714,807.4196627,777.9120361,0.331508908,0.182746241,1.814039549,0.069671637,0.193231549
ENSG00000267776.1,AC006116.24,19.59243078,21.01281794,19.01268092,0.344347905,0.189828215,1.813997492,0.069678112,0.193231549
ENSG00000156515.16,HK1,7429.551973,6784.428709,7692.867591,-0.272856787,0.150444386,-1.813672107,0.069728222,0.193351423
ENSG00000143093.9,STRIP1,194.3864719,154.2828804,210.7552848,-0.370576187,0.204338148,-1.813543826,0.069747985,0.193387134
ENSG00000117481.5,NSUN4,541.0366931,503.2742603,556.449931,-0.129211776,0.071255595,-1.813356226,0.069776896,0.193448197
ENSG00000198081.6,ZBTB14,554.8022457,594.9792851,538.403454,0.156112865,0.086093595,1.813292444,0.069786728,0.193456359
ENSG00000225465.5,RFPL1S,2725.562816,2476.080015,2827.392531,-0.334880754,0.184693474,-1.813170472,0.069805533,0.193489391
ENSG00000077044.5,DGKD,1168.140261,930.5717759,1265.10699,-0.354014892,0.195265615,-1.812991458,0.069833139,0.19348953
ENSG00000244480.1,AC005154.7,68.04965561,55.01574956,73.36961726,-0.295778981,0.163132928,-1.813116362,0.069813876,0.19348953
ENSG00000248968.1,CTD-2256P15.1,0.933980124,1.6358437,0.647505195,0.86605918,0.477685736,1.813031278,0.069826997,0.19348953
ENSG00000250687.2,RP11-497H16.7,2.77247521,3.469909501,2.487808153,0.767720777,0.423435422,1.813076414,0.069820036,0.19348953
ENSG00000164168.3,TMEM184C,976.4984455,1033.1844,953.3613211,0.145725533,0.080383722,1.812873664,0.069851309,0.193520785
ENSG00000258171.1,RP11-511B23.3,1.293307778,0.693988948,1.537927708,-0.838460651,0.462519015,-1.812813363,0.069860612,0.19352747
ENSG00000133433.6,GSTT2B,39.6080988,33.15819816,42.24071131,-0.466955658,0.257624123,-1.812546329,0.069901822,0.193622533
ENSG00000082269.12,FAM135A,815.9005542,888.8359668,786.130998,0.193918902,0.106995799,1.81239735,0.069924822,0.193667141
ENSG00000233613.1,DCUN1D2-AS,5.469954485,3.221601597,6.387649541,-0.693726546,0.382785752,-1.812310263,0.06993827,0.193685287
ENSG00000238206.3,RP11-472B18.2,419.643925,385.1550004,433.721037,-0.16951097,0.093548459,-1.812012436,0.069984275,0.193793585
ENSG00000185053.8,SGCZ,17.94086628,22.00567173,16.28176202,0.509225319,0.281041552,1.811921815,0.069998278,0.193813253
ENSG00000185904.7,LINC00839,275.9248983,240.3027223,290.464562,-0.388106998,0.214221094,-1.811712329,0.070030658,0.193874055
ENSG00000218896.1,TUBB8P2,0.761203013,0.347040754,0.930248833,-0.888351092,0.490343756,-1.811690433,0.070034043,0.193874055
ENSG00000148488.11,ST8SIA6,46.24210681,60.42021514,40.45512382,0.457825163,0.252734202,1.811488743,0.07006523,0.193941275
ENSG00000197157.6,SND1,2474.236414,2321.716483,2536.489447,-0.136276521,0.075231196,-1.811436316,0.070073339,0.193944606
ENSG00000160796.12,NBEAL2,707.159089,728.2122476,698.5659631,0.29632567,0.163626404,1.810989316,0.070142506,0.194116913
ENSG00000007312.8,CD79B,9.00785077,12.19420368,7.707298562,0.478034687,0.264025571,1.81056208,0.070208666,0.194233748
ENSG00000138760.4,SCARB2,7109.625881,6259.262934,7456.712798,-0.228655844,0.126305383,-1.810341232,0.070242887,0.194233748
ENSG00000145536.11,ADAMTS16,71.79384194,52.64067913,79.61145941,-0.462158875,0.255275391,-1.810432546,0.070228736,0.194233748
ENSG00000146038.7,DCDC2,106.4598915,125.2025992,98.80980675,0.408582742,0.22569694,1.810315821,0.070246825,0.194233748
ENSG00000213965.3,NUDT19,249.7043664,261.6679079,244.8212883,0.177257985,0.097900432,1.810594509,0.070203643,0.194233748
ENSG00000214855.5,APOC1P1,1.465220804,0.842944861,1.719210984,-0.835171039,0.461340191,-1.810314938,0.070246962,0.194233748
ENSG00000228008.1,CTD-2330K9.3,1.60915585,0.842590041,1.922039854,-0.825161749,0.455791763,-1.810391974,0.070235023,0.194233748
ENSG00000228512.2,RP11-281A20.2,6.190858818,7.733061539,5.56138832,0.624554229,0.34496506,1.810485472,0.070220535,0.194233748
ENSG00000256269.2,HMBS,347.579255,316.3908763,360.3092055,-0.220461909,0.12177753,-1.81036608,0.070239036,0.194233748
ENSG00000224097.5,RP11-472B18.1,30.43992034,34.34821821,28.84469672,0.360520265,0.199152742,1.810270156,0.070253903,0.194233819
ENSG00000117410.9,ATP6V0B,4172.359418,4050.569293,4222.069673,-0.181468758,0.100265255,-1.809886763,0.070313349,0.19437904
ENSG00000253768.1,CTB-33O18.1,1.450781227,0.842610186,1.699014305,-0.791565952,0.43741166,-1.80965901,0.070348683,0.194457579
ENSG00000139117.9,CPNE8,937.2868419,1104.828127,868.9026437,0.29707306,0.16417542,1.809485616,0.070375593,0.19451282
ENSG00000165659.12,DACH1,339.8019721,252.8286813,375.3012745,-0.395717967,0.218700354,-1.809407073,0.070387785,0.194527376
ENSG00000237742.1,RP11-624M8.1,17.12112008,11.94696982,19.23301814,-0.536713494,0.296650958,-1.809242408,0.070413352,0.194578888
ENSG00000121743.3,GJA3,3.131319738,4.411705671,2.608713235,0.807495764,0.446336947,1.809161823,0.070425867,0.194594093
ENSG00000255495.1,AC145124.2,29.34795611,22.40262169,32.18278648,-0.438131555,0.242179678,-1.809117757,0.070432711,0.194594093
ENSG00000165643.6,SOHLH1,1025.185474,885.1218221,1082.354311,-0.477032118,0.263758181,-1.808596481,0.070513716,0.194798734
ENSG00000188599.13,NPIPP1,683.1519848,811.339055,630.8307316,0.347343801,0.192090217,1.808232645,0.0705703,0.194935878
ENSG00000213639.5,PPP1CB,7559.639526,8347.004542,7238.26605,0.179363412,0.09921314,1.807859444,0.070628379,0.195077125
ENSG00000270177.1,CTD-2410N18.3,13.05833496,11.20110284,13.81638889,-0.500572951,0.276910341,-1.807707685,0.070652008,0.1951232
ENSG00000035720.3,STAP1,3.476881471,4.957160799,2.872685827,0.577476094,0.319461997,1.807651924,0.070660691,0.195127995
ENSG00000071073.6,MGAT4A,1688.105273,1889.16654,1606.03945,0.225926475,0.12498691,1.807601086,0.070668609,0.195130675
ENSG00000253228.1,NRBF2P4,0.732400146,0.39656535,0.869475574,-0.87167748,0.482249509,-1.807523831,0.070680642,0.195144717
ENSG00000211456.6,SACM1L,2205.031794,2371.937181,2136.907146,0.153214428,0.084767713,1.807462083,0.070690262,0.195152091
ENSG00000152457.13,DCLRE1C,213.4608977,219.4280301,211.0253334,0.188667868,0.104394752,1.80725433,0.070722633,0.195207374
ENSG00000171790.11,SLFNL1,39.65277065,46.19493163,36.98250087,0.428461358,0.237079925,1.807244362,0.070724187,0.195207374
ENSG00000073146.11,MOV10L1,110.6914175,96.46411209,116.498481,-0.270663099,0.149782822,-1.807036984,0.070756513,0.195231248
ENSG00000162402.8,USP24,2265.209658,2466.423254,2183.081659,0.202571168,0.11210298,1.807009661,0.070760773,0.195231248
ENSG00000250116.2,RP11-417F21.1,8.619803777,9.81378338,8.132465163,0.58583368,0.324208481,1.806965933,0.070767591,0.195231248
ENSG00000250848.1,CTD-2083E4.5,3.490562913,4.609996456,3.033651263,0.663079431,0.366945314,1.807025206,0.070758349,0.195231248
ENSG00000259575.1,RP11-39M21.2,1.911123112,0.892485422,2.326893598,-0.821294487,0.454494105,-1.807052011,0.07075417,0.195231248
ENSG00000106034.13,CPED1,101.762149,155.1955397,79.95260171,0.582244121,0.322240537,1.806861816,0.070783828,0.195256862
ENSG00000103375.6,AQP8,12.36969222,10.21136488,13.25064215,-0.482208781,0.266939216,-1.806436638,0.070850163,0.195420655
ENSG00000136634.5,IL10,7.484759748,11.54963677,5.825626268,0.777899974,0.430683778,1.806197528,0.070887491,0.195504415
ENSG00000225792.1,AC004540.4,57.23160604,81.48777648,47.33112831,0.41639296,0.23055989,1.8060078,0.070917121,0.195553495
ENSG00000231831.1,MTHFD1P1,2.97278438,1.734995951,3.478004147,-0.77991598,0.4318485,-1.805994417,0.070919212,0.195553495
ENSG00000164123.6,C4orf45,8.80622106,10.50794878,8.111638316,0.467661735,0.258996528,1.80566797,0.070970219,0.195655726
ENSG00000164323.8,KIAA1430,808.6812015,885.0559831,777.5078213,0.232138541,0.128559279,1.80569262,0.070966366,0.195655726
ENSG00000267067.1,CTB-75G16.3,39.53851754,33.60579842,41.96003554,-0.369624891,0.204709263,-1.805609017,0.070979433,0.195661924
ENSG00000122378.9,FAM213A,5632.058052,6449.662391,5298.341995,0.224106437,0.124153413,1.805076735,0.071062675,0.195872164
ENSG00000132507.13,EIF5A,5052.682646,4956.284341,5092.028893,-0.154883448,0.085807435,-1.80501198,0.071072807,0.195880869
ENSG00000269365.1,RP11-380M21.4,3.087749063,1.983421029,3.538495199,-0.827079933,0.458250299,-1.804865017,0.071095807,0.195925033
ENSG00000157429.11,ZNF19,80.85632852,70.58113502,85.05028505,-0.277566663,0.153801932,-1.804702058,0.071121318,0.195976106
ENSG00000135083.10,CCNJL,69.92416526,78.86438675,66.27509527,0.355208878,0.19683926,1.804563166,0.071143066,0.196010249
ENSG00000228914.1,OR1H1P,8.246104636,5.451554704,9.386737261,-0.667299296,0.369790412,-1.804533798,0.071147666,0.196010249
ENSG00000261226.1,RP11-830F9.7,11.04398759,8.772690548,11.97104761,-0.502945282,0.278748357,-1.804298639,0.071184503,0.196092501
ENSG00000162571.9,TTLL10,0.948053776,0.346951706,1.19340156,-0.863740364,0.478749159,-1.804160585,0.071206136,0.196132858
ENSG00000185974.5,GRK1,4.409701101,2.874717978,5.036224824,-0.589978417,0.327066833,-1.803846668,0.071255348,0.196249161
ENSG00000212237.1,RNA5SP18,1.307236405,0.793033789,1.517115024,-0.805556063,0.446705308,-1.803327718,0.071336762,0.196435233
ENSG00000258590.1,NBEAP1,18.84683879,16.35718843,19.86302261,-0.500115278,0.277329244,-1.803326868,0.071336895,0.196435233
ENSG00000231863.1,RP3-428L16.1,16.98142141,15.41601953,17.62036096,-0.480814328,0.2666696,-1.803033897,0.071382891,0.19654262
ENSG00000117020.12,AKT3,3261.167565,2987.38895,3372.913938,-0.252081262,0.139825873,-1.802822731,0.071416059,0.196614669
ENSG00000153822.9,KCNJ16,428.2314356,500.7669862,398.6250884,0.425096871,0.235831808,1.802542556,0.071460086,0.196697317
ENSG00000154978.8,VOPP1,2835.321475,2882.612367,2816.019071,-0.133241197,0.073916691,-1.802586068,0.071453247,0.196697317
ENSG00000218422.2,AC016773.1,19.58085081,19.37996707,19.66284418,0.387361999,0.214928834,1.80228028,0.07150132,0.19679153
ENSG00000109113.13,RAB34,620.1345781,673.1777983,598.4842842,0.347552297,0.192848419,1.802204549,0.071513229,0.196805024
ENSG00000178082.5,TWF1P1,3.145357094,1.586183904,3.781754314,-0.800716447,0.444405607,-1.801769452,0.071581686,0.196974117
ENSG00000253480.1,RP11-39H3.1,1.020078216,1.88359267,0.667623337,0.840357608,0.466436745,1.80165396,0.071599866,0.197004843
ENSG00000225119.3,AL133216.1,36.6308044,26.0694448,40.94156342,-0.436886214,0.242504184,-1.801561548,0.071614416,0.197006277
ENSG00000244459.2,RP11-1398P2.1,4.683465491,5.948244199,4.167229283,0.693948603,0.385185237,1.801597091,0.071608819,0.197006277
ENSG00000187164.13,KIAA1598,6675.995252,5713.192798,7068.975846,-0.365396258,0.202828574,-1.801502871,0.071623655,0.197012399
ENSG00000228261.1,RP11-127L20.3,3.99317605,2.824950943,4.470002624,-0.678991761,0.376958169,-1.801239014,0.071665216,0.197107414
ENSG00000165272.10,AQP3,32.58891499,41.48971298,28.95593622,0.514397175,0.28558821,1.801184909,0.07167374,0.197111558
ENSG00000254187.1,CTB-78F1.1,119.9215908,160.0523147,103.5417035,0.44745669,0.248448539,1.801003504,0.071702328,0.197170871
