gene,symbol,baseMean,HD.mean,Control.mean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000118971.3,CCND2,3271.589363,2664.293209,3519.465344,-0.369257631,0.145519053,-2.537520845,0.011164072,0.05490141
ENSG00000132840.5,BHMT2,136.2694849,166.3879608,123.9762293,0.569769364,0.224548757,2.537397096,0.01116802,0.05490141
ENSG00000164082.10,GRM2,954.4122016,753.5391681,1036.401195,-0.53409017,0.210490243,-2.537363071,0.011169105,0.05490141
ENSG00000227252.1,AC105760.2,19.40701404,16.45569015,20.61163603,-0.483395574,0.190508821,-2.537392078,0.01116818,0.05490141
ENSG00000255258.2,RP11-448P19.1,2.614423719,3.964327702,2.063442501,0.992484517,0.391158654,2.537294029,0.011171308,0.054902631
ENSG00000147202.13,DIAPH2,320.8630928,404.1504262,286.8682629,0.436041595,0.171862917,2.537147651,0.011175981,0.054915985
ENSG00000227060.2,LINC00629,16.09080424,20.66984446,14.22180823,0.593703513,0.234062183,2.536520448,0.01119602,0.055004832
ENSG00000215021.3,PHB2,2265.410503,2162.538177,2307.399207,-0.169505781,0.066827924,-2.536451382,0.011198229,0.055006062
ENSG00000155366.11,RHOC,1655.494839,1939.692913,1539.495625,0.42157881,0.166230113,2.536115759,0.011208968,0.055049182
ENSG00000124678.13,TCP11,6.306305731,4.46182234,7.059156095,-0.875949368,0.345417232,-2.535916818,0.011215337,0.055058885
ENSG00000129657.9,SEC14L1,4039.327242,4397.912143,3892.966058,0.328153462,0.12940051,2.535951839,0.011214216,0.055058885
ENSG00000254890.1,RP11-10A7.1,5.817491128,3.320481915,6.836678561,-0.889989026,0.350959983,-2.535870385,0.011216824,0.055058885
ENSG00000120149.7,MSX2,50.17746831,78.31398293,38.69317663,0.830566367,0.327618915,2.535159992,0.011239598,0.055161032
ENSG00000230454.1,U73166.2,39.22895514,28.75127345,43.50555991,-0.506947467,0.19999165,-2.534843163,0.011249768,0.055201299
ENSG00000083123.10,BCKDHB,694.5928092,752.8645756,670.8084148,0.334903631,0.132129059,2.534670523,0.011255313,0.055215001
ENSG00000141560.10,FN3KRP,1690.138777,1529.71214,1755.619036,-0.217412767,0.085776795,-2.534633828,0.011256492,0.055215001
ENSG00000155849.11,ELMO1,6063.98855,5380.633187,6342.909106,-0.266248884,0.105057186,-2.5343234,0.01126647,0.055244648
ENSG00000235023.1,AP001626.2,5.775462354,3.222004804,6.817689926,-0.814164209,0.321249768,-2.53436513,0.011265128,0.055244648
ENSG00000178055.8,PRSS42,2.470745416,3.965020974,1.860837025,1.066916435,0.420997719,2.534257042,0.011268604,0.055245467
ENSG00000236643.1,RP11-175D17.3,1.738382021,3.023656611,1.213780147,1.099498824,0.433955805,2.533665434,0.011287645,0.055329157
ENSG00000178752.11,FAM132B,94.97845984,80.00418177,101.0904101,-0.56624777,0.223496848,-2.533582805,0.011290306,0.055330416
ENSG00000260336.1,RP11-395B7.7,502.4806891,560.4171968,478.8331349,0.451223608,0.178100393,2.53353516,0.011291841,0.055330416
ENSG00000159885.9,ZNF222,145.6772738,131.8909646,151.3043388,-0.234186578,0.092444786,-2.533258911,0.011300745,0.055364385
ENSG00000163900.6,TMEM41A,504.9578354,535.7631169,492.3842511,0.18463339,0.07289286,2.532942044,0.011310965,0.055404793
ENSG00000152495.6,CAMK4,2965.418554,2347.101544,3217.792844,-0.584043205,0.230601248,-2.5326975,0.011318859,0.055433789
ENSG00000149260.10,CAPN5,990.2548501,890.6548992,1030.907891,-0.312488076,0.123392554,-2.532471099,0.011326171,0.055459929
ENSG00000170791.13,CHCHD7,917.4149471,870.5224322,936.5547491,-0.250079065,0.098767122,-2.532007208,0.011341166,0.055523676
ENSG00000145365.9,TIFA,112.9877482,126.6931608,107.3937023,0.430837566,0.170171048,2.531791227,0.011348154,0.055540006
ENSG00000255994.1,CCDC177,40.57504975,30.32826993,44.75740886,-0.642553377,0.25379492,-2.531781875,0.011348456,0.055540006
ENSG00000142959.4,BEST4,61.05613234,48.14015155,66.32796124,-0.5922877,0.233974401,-2.531420952,0.011360142,0.05558751
ENSG00000127586.12,CHTF18,499.6306102,394.3509901,542.6018837,-0.429986978,0.169887286,-2.531013283,0.011373354,0.055642466
ENSG00000135709.8,KIAA0513,10167.66687,8374.071571,10899.74658,-0.421090551,0.166394763,-2.530671899,0.011384429,0.055686946
ENSG00000168621.10,GDNF,28.81711609,16.06123308,34.02359895,-0.766017593,0.302715645,-2.530485641,0.011390475,0.055706819
ENSG00000144847.8,IGSF11,1072.53077,1200.539807,1020.282184,0.387763239,0.153243651,2.530370661,0.011394209,0.055715379
ENSG00000105220.9,GPI,14558.06546,12667.37004,15329.77788,-0.283262267,0.111959343,-2.530045817,0.011404763,0.055757282
ENSG00000130699.11,TAF4,448.07728,488.7060706,431.4941001,0.302834712,0.11971144,2.529705694,0.011415824,0.055801643
ENSG00000163041.5,H3F3A,2073.043565,2280.801,1988.244612,0.243089404,0.096103442,2.529455747,0.011423958,0.055813655
ENSG00000187950.4,OVCH1,10.71698266,13.43116672,9.609152436,0.698185514,0.276022986,2.529446999,0.011424243,0.055813655
ENSG00000204603.2,RP11-638F5.1,14.7945567,8.869605533,17.21290412,-0.947529275,0.374587344,-2.529528267,0.011421597,0.055813655
ENSG00000186153.12,WWOX,571.5394956,604.1159679,558.2429763,0.248757052,0.098351314,2.529270236,0.011429998,0.055822355
ENSG00000248008.2,DYNLL1-AS1,260.0548584,233.2095429,271.01213,-0.272586628,0.10777215,-2.529286352,0.011429474,0.055822355
ENSG00000174996.7,KLC2,5055.366606,4182.602539,5411.596837,-0.369924731,0.146279871,-2.528883365,0.011442605,0.055874206
ENSG00000203441.2,LINC00449,4.194697621,2.974298442,4.692819736,-0.859549575,0.339917734,-2.528698828,0.011448622,0.055893872
ENSG00000110171.14,TRIM3,1527.211809,1318.492591,1612.403326,-0.299756914,0.118549166,-2.528545104,0.011453637,0.055908637
ENSG00000235688.1,AC116614.1,12.7426834,18.83721046,10.25512134,0.730934343,0.289090805,2.528390148,0.011458694,0.055923603
ENSG00000181904.8,C5orf24,2445.054541,2806.236078,2297.633505,0.307075193,0.121458678,2.528227694,0.011463998,0.05592857
ENSG00000236548.1,RP11-510H23.1,14.55020824,10.3096002,16.28106867,-0.65643912,0.259649295,-2.528176012,0.011465685,0.05592857
ENSG00000247193.2,RP11-431M7.3,11.49259921,15.16958594,9.991788305,0.68870553,0.272403397,2.528256025,0.011463073,0.05592857
ENSG00000077800.7,FKBP6,4.697490557,2.974458116,5.400769104,-0.868083292,0.343382826,-2.528033513,0.01147034,0.05594156
ENSG00000256732.1,RP11-407A16.3,1.767598788,1.140040213,2.023745146,-1.114896802,0.441027973,-2.527950311,0.011473059,0.055945105
ENSG00000197444.5,OGDHL,2976.923913,2431.060211,3199.725423,-0.375591226,0.148582532,-2.527828959,0.011477025,0.05595473
ENSG00000081019.9,RSBN1,883.0255266,978.0690458,844.2322534,0.296708232,0.117381442,2.527726918,0.011480361,0.055958119
ENSG00000134321.7,RSAD2,223.6010448,184.9858407,239.3623526,-0.392440621,0.155256883,-2.527685821,0.011481705,0.055958119
ENSG00000106689.6,LHX2,2134.950417,2878.480649,1831.46869,0.575538139,0.227726176,2.527325356,0.011493497,0.055998885
ENSG00000128534.3,NAA38,270.1245924,315.9887128,251.4045433,0.306814677,0.121399784,2.52730826,0.011494057,0.055998885
ENSG00000206601.1,RNU6-431P,1.507865178,3.071674409,0.869575697,1.199305744,0.474559605,2.52719728,0.01149769,0.05600687
ENSG00000148331.7,ASB6,897.9560134,796.6259445,939.3152252,-0.216422043,0.085642753,-2.527032762,0.011503077,0.056023397
ENSG00000066230.6,SLC9A3,398.9431348,286.6672507,444.7700263,-0.502819975,0.198991364,-2.526843206,0.011509287,0.056043924
ENSG00000226695.1,ANKRD20A10P,6.736822653,3.469036624,8.070612869,-1.04164099,0.41224154,-2.526773477,0.011511572,0.056045335
ENSG00000165943.4,MOAP1,7056.973393,6059.100614,7464.268405,-0.402938518,0.159476366,-2.526634691,0.011516122,0.056048054
ENSG00000261737.1,RP4-612B15.3,50.85259483,45.15801793,53.17691193,-0.358478593,0.141876577,-2.526693274,0.011514201,0.056048054
ENSG00000197905.4,TEAD4,56.50067026,70.78410179,50.6706982,0.628375471,0.248710239,2.5265364,0.011519345,0.056054027
ENSG00000134970.13,TMED7,2003.978583,2273.524972,1893.959648,0.333713194,0.132109167,2.526041155,0.011535597,0.056121117
ENSG00000156959.7,LHFPL4,241.7761026,175.0388187,269.0158103,-0.639696769,0.253251589,-2.52593388,0.01153912,0.056121117
ENSG00000226125.1,AC098823.3,6.723694407,9.963854864,5.401179935,0.824447882,0.326401183,2.525872837,0.011541125,0.056121117
ENSG00000230333.2,AC004538.3,7.829671551,11.25092077,6.433243299,0.765483003,0.303051235,2.525919431,0.011539594,0.056121117
ENSG00000234969.1,RP13-33H18.1,7.958541406,4.708296335,9.285172048,-0.796497739,0.315428315,-2.525130758,0.011565525,0.056230032
ENSG00000100271.12,TTLL1,360.5364292,344.7083539,366.9968681,-0.212388942,0.084112715,-2.525051562,0.011568132,0.056232972
ENSG00000237485.1,SGOL1-AS1,3.13142994,5.252521657,2.265678218,1.057536827,0.419010178,2.523892931,0.011606327,0.056405597
ENSG00000264057.1,RP11-583F2.1,13.41660453,8.623698511,15.3728927,-0.684408551,0.271176123,-2.52385256,0.01160766,0.056405597
ENSG00000108055.9,SMC3,1078.319873,1176.636564,1038.190611,0.287735967,0.114013431,2.523702386,0.011612619,0.056419935
ENSG00000135956.3,TMEM127,2525.40016,2388.596276,2581.23848,-0.214249085,0.084911787,-2.523196051,0.011629355,0.056481702
ENSG00000239040.1,Y_RNA,8.845911901,4.709080959,10.53441433,-0.884553193,0.350565821,-2.523215728,0.011628704,0.056481702
ENSG00000213860.3,RPL21P75,24.26551367,41.59230143,17.1933554,0.770101116,0.305230662,2.523013612,0.01163539,0.056501243
ENSG00000215283.3,HMGB3P24,8.68930756,5.105103364,10.15224805,-0.799850478,0.317084275,-2.52251701,0.011651831,0.056571304
ENSG00000147256.6,ARHGAP36,63.05635796,56.01003709,65.93240729,-0.583515198,0.231329636,-2.52244031,0.011654373,0.056573862
ENSG00000015592.12,STMN4,5550.922905,4556.544778,5956.791529,-0.469371028,0.186101249,-2.522127228,0.011664751,0.056594898
ENSG00000178233.11,TMEM151B,4373.547551,3486.426933,4735.637598,-0.583756394,0.231444297,-2.52223279,0.011661251,0.056594898
ENSG00000185883.6,ATP6V0C,2111.509537,1838.376466,2222.992423,-0.338982633,0.134403137,-2.522133341,0.011664548,0.056594898
ENSG00000176358.10,TAC4,2.283670384,1.041084294,2.79084838,-1.000915748,0.396898237,-2.52184478,0.011674121,0.056630576
ENSG00000260114.1,CTD-2574D22.4,180.7685084,208.7137567,169.3622847,0.313440383,0.124324755,2.521142171,0.011697458,0.056733984
ENSG00000187010.14,RHD,26.06039554,30.82689759,24.1148845,0.843920034,0.334773707,2.520867131,0.011706605,0.056768544
ENSG00000167985.2,SDHAF2,366.4810892,455.1632099,330.2843052,0.378292184,0.150079649,2.520609462,0.011715179,0.056790515
ENSG00000169564.5,PCBP1,5315.675106,5778.610899,5126.721722,0.177598959,0.070457845,2.520641373,0.011714117,0.056790515
ENSG00000182541.13,LIMK2,1044.936643,1001.120877,1062.820629,0.402197948,0.159628513,2.519587134,0.011749256,0.056945874
ENSG00000240583.6,AQP1,2752.335968,3172.206938,2580.960062,0.791205242,0.314051407,2.519349461,0.01175719,0.0569745
ENSG00000252034.1,Y_RNA,3.3036201,1.932821136,3.863129882,-0.972251081,0.386035005,-2.518556782,0.011783688,0.057093057
ENSG00000254635.1,WAC-AS1,1400.608551,1319.254402,1433.814325,-0.315366232,0.125225371,-2.518389275,0.011789294,0.057110368
ENSG00000197992.2,CLEC9A,49.69392143,68.31519652,42.09340098,0.715433985,0.284159484,2.51771989,0.011811722,0.057209143
ENSG00000196943.8,NOP9,1077.395247,973.6546667,1119.738341,-0.207701229,0.082500713,-2.517568886,0.011816786,0.057223805
ENSG00000143183.12,TMCO1,1306.9882,1489.127519,1232.645621,0.23825339,0.094644337,2.517354948,0.011823964,0.057248697
ENSG00000196459.9,TRAPPC2,932.6037349,997.1811154,906.2456204,0.198678697,0.078938689,2.516873539,0.011840132,0.057317094
ENSG00000158856.13,DMTN,11893.98209,10025.64978,12656.56671,-0.421865444,0.167631689,-2.516621094,0.011848618,0.057338408
ENSG00000184956.11,MUC6,57.27767918,26.91920731,69.66889219,-0.871376483,0.346240472,-2.516680033,0.011846636,0.057338408
ENSG00000104689.5,TNFRSF10A,34.96839545,46.24608612,30.36525641,0.616965833,0.245211758,2.516053223,0.011867726,0.057420985
ENSG00000268499.1,CTB-102L5.8,2.887695199,3.470075641,2.649988897,0.839221241,0.333623608,2.515473186,0.011887272,0.05750565
ENSG00000082146.8,STRADB,883.4812479,980.2667033,843.9769804,0.2014395,0.080083637,2.515364039,0.011890953,0.057513553
ENSG00000100226.11,GTPBP1,1507.662806,1298.204599,1593.155952,-0.235806245,0.093749368,-2.515283583,0.011893667,0.057516776
ENSG00000127249.10,ATP13A4,714.8904973,817.1619115,673.147063,0.53178797,0.211451859,2.514936373,0.011905387,0.057543727
ENSG00000145391.8,SETD7,1845.003025,2026.68987,1770.84513,0.24332319,0.096747951,2.515021625,0.011902508,0.057543727
ENSG00000230799.1,AC007279.2,0.875599994,0.198264605,1.152063419,-1.248870298,0.496572628,-2.514980139,0.011903909,0.057543727
ENSG00000084444.9,KIAA1467,2898.859522,2593.529237,3023.484128,-0.340443857,0.13537348,-2.51484897,0.011908339,0.057548091
ENSG00000144426.14,NBEAL1,82.66098735,112.6098523,70.43696082,0.666884376,0.2652102,2.514550255,0.011918431,0.057567151
ENSG00000163631.12,ALB,35.5536269,22.90322724,40.71705534,-0.692222403,0.275285257,-2.514564021,0.011917966,0.057567151
ENSG00000225177.1,RP11-390P2.4,196.6088165,235.870738,180.5835425,0.497484865,0.197834239,2.514655036,0.01191489,0.057567151
ENSG00000007384.11,RHBDF1,408.4392279,456.1190052,388.9780943,0.396127541,0.157549379,2.514307225,0.011926649,0.057596936
ENSG00000105576.11,TNPO2,7511.576915,6943.159306,7743.584102,-0.209175613,0.083199557,-2.514143347,0.011932192,0.057610335
ENSG00000116752.5,BCAS2,1477.350821,1415.293965,1502.68015,-0.24480922,0.097379038,-2.513982735,0.011937628,0.057610335
ENSG00000238924.1,RNU7-163P,8.575867714,10.45827283,7.807539094,0.761632027,0.302954379,2.514015574,0.011936516,0.057610335
ENSG00000255561.2,FDXACB1,58.03756497,52.39152268,60.34207202,-0.285666486,0.113629069,-2.514026459,0.011936148,0.057610335
ENSG00000117592.8,PRDX6,4497.680601,5131.275359,4239.070496,0.339514632,0.135060062,2.513804793,0.011943652,0.057627075
ENSG00000230753.1,RP4-553F4.6,2.571715193,3.618888871,2.144297365,0.979820768,0.389783083,2.513759093,0.0119452,0.057627075
ENSG00000124731.8,TREM1,6.291773921,11.59831559,4.125838545,1.175604861,0.467705897,2.513555782,0.011952087,0.057641811
ENSG00000165655.14,ZNF503,398.2564425,466.1313752,370.5523884,0.416563036,0.165727121,2.513547772,0.011952359,0.057641811
ENSG00000261611.3,AC010547.9,2.369797911,1.040966404,2.912178118,-1.12509161,0.447646624,-2.513347697,0.01195914,0.057664614
ENSG00000106948.12,AKNA,512.7498683,545.786529,499.2655169,0.275343831,0.109578879,2.512745456,0.011979574,0.057753224
ENSG00000079689.9,SCGN,43.13255774,63.5460838,34.80050629,0.658119929,0.261942603,2.512458535,0.011989319,0.057790289
ENSG00000256925.1,RP13-439H18.4,39.97934539,30.82937206,43.71402839,-0.544067508,0.21655727,-2.512349312,0.011993031,0.057798261
ENSG00000215193.6,PEX26,1333.475214,1164.501603,1402.444035,-0.3214488,0.127953719,-2.512227093,0.011997186,0.057808365
ENSG00000252393.1,RNU6-1004P,1.335969669,0.64451733,1.618195114,-1.12767828,0.448935973,-2.511891109,0.012008614,0.057853504
ENSG00000259666.1,RP11-307C19.3,5.214830586,3.271051099,6.008209968,-0.846618983,0.337109044,-2.511409875,0.012024999,0.057922507
ENSG00000183856.6,IQGAP3,65.58845221,40.34931014,75.89014285,-0.679463874,0.270579031,-2.511147558,0.012033938,0.057955629
ENSG00000126247.6,CAPNS1,7645.180215,7095.566265,7869.512439,-0.282238691,0.112406724,-2.510870175,0.012043398,0.05798217
ENSG00000132932.12,ATP8A2,2400.466981,1957.14901,2581.413092,-0.46642238,0.18576164,-2.510864893,0.012043578,0.05798217
ENSG00000246582.2,RP11-1149O23.3,3.146403747,4.610025934,2.549006937,1.021576765,0.406978672,2.51014816,0.012068052,0.058090037
ENSG00000030582.12,GRN,1357.448641,1583.752691,1265.079641,0.312391477,0.124467418,2.509825319,0.01207909,0.058103338
ENSG00000153012.7,LGI2,418.5960449,352.4790441,445.5825759,-0.472392477,0.188212427,-2.509889934,0.01207688,0.058103338
ENSG00000170113.11,NIPA1,3406.03008,2923.70666,3602.896781,-0.321594469,0.128131667,-2.509875003,0.01207739,0.058103338
ENSG00000224533.3,TMLHE-AS1,34.21994962,41.78806329,31.13092364,0.45205092,0.180104265,2.509940113,0.012075164,0.058103338
ENSG00000132821.7,VSTM2L,3121.291765,2625.915969,3323.485968,-0.500063665,0.199261116,-2.509589809,0.012087148,0.058132143
ENSG00000256725.1,RP11-662M24.2,2.442045272,0.990970257,3.034320788,-1.033160724,0.411698113,-2.509510469,0.012089863,0.058135249
ENSG00000100209.5,HSCB,253.0875433,302.8728591,232.7670062,0.33586418,0.133847288,2.509308808,0.012096768,0.058148541
ENSG00000268182.1,SMIM17,203.6995664,144.606051,227.8193686,-0.641198007,0.255525012,-2.509335592,0.012095851,0.058148541
ENSG00000104899.3,AMH,166.4751856,119.4194291,185.6816167,-0.535158618,0.213309653,-2.508834506,0.012113022,0.058197573
ENSG00000121289.12,CEP89,337.0244838,316.6905762,345.3240379,-0.21531038,0.085820996,-2.508831055,0.01211314,0.058197573
ENSG00000172350.5,ABCG4,737.0268971,575.3957834,802.9987803,-0.477277712,0.190239178,-2.508829767,0.012113184,0.058197573
ENSG00000006432.11,MAP3K9,2292.788991,1801.785322,2493.198652,-0.465849973,0.185694281,-2.50869316,0.01211787,0.058210125
ENSG00000229867.1,STEAP3-AS1,25.18280804,32.90932169,22.029129,0.469103685,0.187009952,2.508442356,0.012126475,0.058241503
ENSG00000160801.9,PTH1R,574.4467466,717.2026898,516.1790147,0.458847133,0.182926477,2.508369166,0.012128988,0.05824361
ENSG00000099377.9,HSD3B7,169.5629013,180.0875197,165.2671387,0.441409377,0.175994514,2.508085998,0.012138712,0.058280343
ENSG00000205559.3,CHKB-AS1,25.79862972,19.28201797,28.45847125,-0.533517851,0.212759413,-2.507611026,0.012155039,0.058329855
ENSG00000241622.1,RARRES2P1,6.521700059,4.262117434,7.443978681,-0.834543518,0.332807759,-2.507584317,0.012155958,0.058329855
ENSG00000263072.1,RP11-473M20.14,371.8315015,309.0580143,397.453333,-0.303860976,0.121176267,-2.507594792,0.012155597,0.058329855
ENSG00000270640.1,RP11-373D23.2,27.74221572,46.79067507,19.96733434,0.892831991,0.356058301,2.507544374,0.012157332,0.058329855
ENSG00000103569.5,AQP9,106.0093648,148.7009198,88.58424033,0.549960259,0.219366552,2.507037894,0.012174766,0.058383584
ENSG00000142102.11,ATHL1,526.1110899,608.740412,492.3848359,0.517294176,0.20632853,2.507138379,0.012171305,0.058383584
ENSG00000205323.4,SARNP,167.4183063,197.480042,155.1482101,0.265389311,0.105857519,2.507042609,0.012174603,0.058383584
ENSG00000269403.1,CTD-2616J11.11,11.46485542,8.329054545,12.74477414,-0.682792548,0.272359674,-2.506951706,0.012177735,0.058387852
ENSG00000106025.4,TSPAN12,174.9250508,213.9626124,158.9913521,0.460548859,0.183724234,2.506739848,0.012185036,0.058412886
ENSG00000184999.7,SLC22A10,50.06826187,40.99181217,53.77293522,-0.591436042,0.235946641,-2.506651668,0.012188076,0.058417488
ENSG00000134470.15,IL15RA,67.82832045,79.66027159,62.99895265,0.502709716,0.200585878,2.506206924,0.012203418,0.058481044
ENSG00000228897.1,CTD-2021A8.2,37.78165256,27.26391086,42.07460835,-0.498025589,0.198745709,-2.505843231,0.012215977,0.058531243
ENSG00000136114.11,THSD1,305.1815448,358.2195149,283.5333937,0.423649222,0.169069716,2.505766452,0.01221863,0.058533968
ENSG00000146530.7,VWDE,24.66555697,32.07142071,21.64275544,0.690040209,0.275401163,2.505582042,0.012225003,0.05854453
ENSG00000176401.5,EID2B,506.1775185,479.0988994,517.2300161,-0.31504772,0.125735798,-2.505632638,0.012223254,0.05854453
ENSG00000261239.2,ANKRD26P1,2.988166054,5.650860959,1.901351808,1.128038347,0.450224403,2.505502456,0.012227755,0.058547724
ENSG00000063438.12,AHRR,204.3186161,165.3569501,220.2213369,-0.485582212,0.193817524,-2.505357632,0.012232763,0.058561723
ENSG00000163029.11,SMC6,729.5964703,812.264109,695.854577,0.290644085,0.116016916,2.505187125,0.012238662,0.058579978
ENSG00000179639.6,FCER1A,3.161613087,6.594308998,1.760512716,1.203734157,0.480512451,2.505105027,0.012241504,0.058583594
ENSG00000162946.16,DISC1,209.0332464,239.5990513,196.5574077,0.298548639,0.11918218,2.50497717,0.01224593,0.058584812
ENSG00000256128.1,LINC00944,1.364791544,0.743440613,1.618404169,-1.130746711,0.45139854,-2.504985311,0.012245648,0.058584812
ENSG00000107521.14,HPS1,1576.420356,1421.792372,1639.533819,-0.186521797,0.074471862,-2.504594242,0.012259194,0.058608999
ENSG00000163141.13,BNIPL,28.87387249,35.24061838,26.2752007,0.526635626,0.21026403,2.50463965,0.012257621,0.058608999
ENSG00000176155.13,CCDC57,1187.066756,948.4035095,1284.480326,-0.359777979,0.14364744,-2.504590252,0.012259332,0.058608999
ENSG00000178882.8,FAM101A,155.0817456,231.1553387,124.0312994,0.538887565,0.21515924,2.504598763,0.012259037,0.058608999
ENSG00000173838.7,Mar-10,25.58532392,18.73641082,28.38079865,-0.594871311,0.237568862,-2.503995283,0.012279967,0.058697658
ENSG00000256463.4,SALL3,205.3385771,247.5799902,188.097184,0.530877701,0.212048968,2.503561817,0.01229502,0.05875961
ENSG00000201820.1,Y_RNA,2.944724871,4.659054052,2.244998675,0.986150489,0.393931078,2.503357935,0.012302106,0.058783472
ENSG00000269887.1,RP11-477H21.2,3.763567834,5.302792234,3.135312977,0.996428286,0.398083388,2.50306422,0.01231232,0.058822272
ENSG00000236508.1,ATP13A5-AS1,8.878408122,6.740127092,9.751175889,-0.693586134,0.277156171,-2.502510159,0.012331609,0.058904403
ENSG00000101082.9,SLA2,10.17009354,12.78797736,9.101569527,0.645041457,0.257798025,2.502119472,0.012345226,0.058956703
ENSG00000142784.11,WDTC1,2452.630559,2045.835646,2618.669299,-0.26318166,0.105185335,-2.5020756,0.012346756,0.058956703
ENSG00000121410.7,A1BG,40.06386144,31.52449104,43.54931875,-0.482383174,0.192808498,-2.501877148,0.012353678,0.058979733
ENSG00000160256.8,FAM207A,293.4234869,277.2394872,300.029201,-0.290693065,0.116200847,-2.501643251,0.012361842,0.059008677
ENSG00000067141.12,NEO1,3041.680188,3159.851695,2993.446919,0.341101542,0.136357712,2.501519987,0.012366146,0.059019193
ENSG00000157895.7,C12orf43,607.2547631,570.5582832,622.2329181,-0.320280583,0.128067683,-2.500869662,0.012388876,0.05911763
ENSG00000180739.12,S1PR5,622.7921318,381.5576352,721.2551916,-0.80940743,0.323682205,-2.500623817,0.012397479,0.05914863
ENSG00000174111.8,SOCS7,179.8399427,117.7499714,205.1827882,-0.749562058,0.299792752,-2.500267446,0.012409958,0.059192819
ENSG00000228824.1,MIR4500HG,69.28344923,52.78378484,76.01800613,-0.624479944,0.249768102,-2.500238972,0.012410956,0.059192819
ENSG00000117691.5,NENF,1618.511382,1351.833628,1727.359445,-0.43206726,0.172817984,-2.500129041,0.012414808,0.059201138
ENSG00000153975.5,ZUFSP,321.0376116,358.3096875,305.8245193,0.219779664,0.087913039,2.49996663,0.012420501,0.059218231
ENSG00000044446.6,PHKA2,846.464368,862.3781846,839.9689326,0.246148309,0.098468654,2.499763118,0.012427637,0.059242201
ENSG00000157554.14,ERG,263.7840824,337.0535732,233.8781678,0.488620986,0.195476374,2.49964216,0.012431881,0.059252374
ENSG00000204278.8,TMEM235,908.0857639,476.6604304,1084.177737,-0.769533134,0.307876454,-2.499486802,0.012437333,0.059268303
ENSG00000197903.6,HIST1H2BK,162.714788,208.6330676,143.972633,0.356988579,0.142834478,2.499316588,0.012443309,0.059286722
ENSG00000149742.5,SLC22A9,53.30595482,39.75416528,58.83729749,-0.66154771,0.264703545,-2.499202304,0.012447323,0.059295787
ENSG00000169740.9,ZNF32,1274.537329,1569.885558,1153.987031,0.325360745,0.130219788,2.49855072,0.01247023,0.059394835
ENSG00000134668.8,SPOCD1,33.29300829,19.2318092,39.03227322,-0.699258114,0.279897564,-2.498264378,0.012480308,0.059432758
ENSG00000116852.9,KIF21B,3004.941253,2585.639043,3176.085012,-0.394982285,0.158130311,-2.497827784,0.012495688,0.059495914
ENSG00000260151.1,RP11-748L13.6,1.106269284,2.180952585,0.667623038,1.166391851,0.467012224,2.497561715,0.01250507,0.05953049
ENSG00000228999.1,AC068490.1,5.64548548,2.775766143,6.816799495,-1.023825268,0.410147139,-2.496238959,0.012551801,0.059742831
ENSG00000233122.1,CTAGE7P,27.19221422,32.95680605,24.83931959,0.541865693,0.217086419,2.496082876,0.012557326,0.059758999
ENSG00000163563.7,MNDA,97.73794584,140.8278162,80.15024365,0.651822257,0.261151374,2.495955692,0.012561829,0.059770302
ENSG00000242629.1,NA,46.32818418,37.96633783,49.74118269,-0.446661174,0.178985182,-2.495520412,0.012577252,0.059833549
ENSG00000148082.5,SHC3,424.2820984,321.6421307,466.1759628,-0.712304385,0.285487827,-2.495042927,0.012594189,0.059903979
ENSG00000066248.10,NGEF,7422.800532,6044.992976,7985.170964,-0.524036218,0.210098273,-2.494243333,0.012622598,0.059989033
ENSG00000109065.7,NAT9,941.2255207,851.4561574,977.8660772,-0.251247494,0.100731609,-2.49422696,0.01262318,0.059989033
ENSG00000130477.10,UNC13A,9215.624072,7835.576712,9778.908709,-0.469471647,0.188231458,-2.494118957,0.012627022,0.059989033
ENSG00000139330.5,KERA,1.106008269,2.131369264,0.687493577,1.145239766,0.459167973,2.494162991,0.012625455,0.059989033
ENSG00000196136.11,SERPINA3,1925.310445,2264.376471,1786.916149,1.022851499,0.410068793,2.494341232,0.012619117,0.059989033
ENSG00000213943.3,KRT18P17,3.448214384,2.180476077,3.965658592,-0.915407783,0.366996473,-2.494323108,0.012619761,0.059989033
ENSG00000240770.1,C21orf91-OT1,1.062768652,0.346892338,1.354963066,-1.203035098,0.482321463,-2.494259931,0.012622008,0.059989033
ENSG00000114544.11,SLC41A3,2492.128166,2309.613957,2566.623762,-0.211708302,0.084895769,-2.493743857,0.012640372,0.060032546
ENSG00000159713.6,TPPP3,2250.157373,1551.464173,2535.338272,-0.598368307,0.239948007,-2.493741519,0.012640456,0.060032546
ENSG00000221823.5,PPP3R1,12891.47426,11148.67098,13602.82253,-0.327026516,0.131150992,-2.493511563,0.012648646,0.06006129
ENSG00000165121.10,RP11-213G2.3,158.8169692,188.7948073,146.581117,0.351545224,0.140996717,2.49328659,0.012656664,0.060089204
ENSG00000118620.8,ZNF430,252.1035433,273.247282,243.4734459,0.318497111,0.127772042,2.492697974,0.012677663,0.060166043
ENSG00000140612.9,SEC11A,913.1623288,1041.505719,860.7772714,0.294758699,0.118252046,2.492630867,0.012680059,0.060166043
ENSG00000219186.2,FTH1P19,16.53599524,21.01811654,14.70655798,0.746373039,0.299424684,2.492690417,0.012677933,0.060166043
